variety_name,crop,segment,plant_characteristics,fruit_characteristics,resistance_codes,cultivation_environment,description,variety_names.country,variety_names.commercial_name,variety_names.registration_status,image
,,,,,,,,Austria,EKIN F1,Registered,
,,,,,,,,Belgium,EKIN F1,Registered,
,,,,,,,,Bulgaria,EKIN F1,Registered,
,,,,,,,,United States,EKIN F1,In Progress,
,,,,,,,,Kazakhstan,TEDJEN F1,In Progress,
,,,,,,,,Australia,82-946 F1,In Progress,
,,,,,,,,Lebanon,SHAM F1,In Progress,
,,,,,,,,United Arab Emirates,MAYAR F1,In Progress,
,,,,,,,,Russian Federation,LEDA F1,In Progress,
82-970,Tomato,,"Determinate oval tomato, very vigorous, high production.","Red color, oval, firm, 130-150 gr.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV",Open field.,"Plant: Determinate oval tomato, very vigorous, high production.
Fruit: Red color, oval, firm, 130-150 gr.
Cultivation: Open field.",Kyrgyzstan,LAMPA F1,In Progress,82-970.jpg
,,,,,,,,Mexico,TITAN F1,In Progress,
92-346,Tomato,,"Indeterminate Tomato, very early, short internodes, very productive. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Red color, very firm, 100-120 gr.",,"Autumn, spring and winter seasons in greenhouse.","Plant: Indeterminate Tomato, very early, short internodes, very productive. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV
Fruit: Red color, very firm, 100-120 gr.
Cultivation: Autumn, spring and winter seasons in greenhouse.",,,,92-346.jpg
92-347,Tomato,,"Indeterminate Tomato, vigorous plant, early. HR: ToMV, Vd, Va, F0-1 , For / IR: Ma, Mi, Mj, TYLCV, TSWV","Red color, slighlty flat, very firm, 180-200 gr.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate Tomato, vigorous plant, early. HR: ToMV, Vd, Va, F0-1 , For / IR: Ma, Mi, Mj, TYLCV, TSWV
Fruit: Red color, slighlty flat, very firm, 180-200 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,,92-347.jpg
95-008,Tomato,,"Determinate tomato, vigorous , early, leaves cover well against sunburn.","Red color, globe, very firm, 280-300 gr.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV, Ma, Mi, Mj",Open field.,"Plant: Determinate tomato, vigorous , early, leaves cover well against sunburn.
Fruit: Red color, globe, very firm, 280-300 gr.
Cultivation: Open field.",,,,95-008.jpg
95-1522,Tomato,,"Semi determinate, vigorous plant, early, good leaf cover. HR: ToMV, Va, Vd, Fol
0-1-2 / IR: TYLCV, TSWV.","Saledette type, square shape, red color, 120-130 gr, good hot setting.",,Autumn and summer seasons open field.,"Plant: Semi determinate, vigorous plant, early, good leaf cover. HR: ToMV, Va, Vd, Fol
0-1-2 / IR: TYLCV, TSWV.
Fruit: Saledette type, square shape, red color, 120-130 gr, good hot setting.
Cultivation: Autumn and summer seasons open field.",,,,95-1522.jpg
95-1937,Tomato,,"Semi determinate,vigorous plant, early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1/ IR: TYLCV, TSWV.","Saledette type, square elongated shape, red color, 80-100 gr, good hot setting.",,Autumn and summer seasons open field.,"Plant: Semi determinate,vigorous plant, early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1/ IR: TYLCV, TSWV.
Fruit: Saledette type, square elongated shape, red color, 80-100 gr, good hot setting.
Cultivation: Autumn and summer seasons open field.",,,,95-1937.jpg
95-1943,Tomato,,"Determinate, vigorous plant, early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1/ IR: TYLCV, TSWV..","Saledette type, square elongated shape, red color, firm, 110-140 gr, good hot setting.",,Autumn and summer seasons open field.,"Plant: Determinate, vigorous plant, early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1/ IR: TYLCV, TSWV..
Fruit: Saledette type, square elongated shape, red color, firm, 110-140 gr, good hot setting.
Cultivation: Autumn and summer seasons open field.",,,,95-1943.jpg
95-1961,Tomato,,"Semi determinate,vigorous plant, early, good leaf cover.","Saledette type, square elongated shape, shiny red color, firm, 130-150 gr, good hot setting.","HR: ToMV, Va, Vd, Fol 0-1/ IR: TYLCV, TSWV",Autumn and summer seasons open field.,"Plant: Semi determinate,vigorous plant, early, good leaf cover.
Fruit: Saledette type, square elongated shape, shiny red color, firm, 130-150 gr, good hot setting.
Cultivation: Autumn and summer seasons open field.",,,,95-1961.jpg
95-1980,Tomato,,"Semi determinate,vigorous plant, mid-early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TYLCV, TSWV.","Saledette type, square elongated shape, red color, 100-110 gr, good hot setting.",,Autumn and summer seasons open field.,"Plant: Semi determinate,vigorous plant, mid-early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TYLCV, TSWV.
Fruit: Saledette type, square elongated shape, red color, 100-110 gr, good hot setting.
Cultivation: Autumn and summer seasons open field.",,,,95-1980.jpg
95-1981,Tomato,,"Semi determinate, vigorous plant, mid-early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TYLCV, TSWV, Ma, Mj, Mi.","Saladette type, square elongated shape, red color, 120-130 gr, good hot setting.",,Autumn and summer seasons open field.,"Plant: Semi determinate, vigorous plant, mid-early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TYLCV, TSWV, Ma, Mj, Mi.
Fruit: Saladette type, square elongated shape, red color, 120-130 gr, good hot setting.
Cultivation: Autumn and summer seasons open field.",,,,95-1981.jpg
95-1984,Tomato,,"Semi determinate,vigorous plant, early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1/ IR: TYLCV, TSWV, Ma, Mi,
Mj.","Saledette type, square shape, red color, very firm, 120-140 gr, good hot setting.",,Autumn and summer seasons open field.,"Plant: Semi determinate,vigorous plant, early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1/ IR: TYLCV, TSWV, Ma, Mi,
Mj.
Fruit: Saledette type, square shape, red color, very firm, 120-140 gr, good hot setting.
Cultivation: Autumn and summer seasons open field.",,,,95-1984.jpg
95-1986,Tomato,,"Semi determinate,vigorous, early, good leaf cover.","Saledette type, square elongated shape, red color, firm, 150-180 gr.","HR: ToMV, Va, Vd, Fol 0-1-2/ IR: TYLCV, Ma, Mi, Mj",Autumn and summer seasons open field.,"Plant: Semi determinate,vigorous, early, good leaf cover.
Fruit: Saledette type, square elongated shape, red color, firm, 150-180 gr.
Cultivation: Autumn and summer seasons open field.",,,,95-1986.jpg
95-202,Tomato,,"Semi determinate,vigorous plant, early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1/ IR: TYLCV, TSWV.","Saledette type, squar shape, bright red color, firm, 110-120 gr, good hot setting.","HR: ToMV, Va, Vd, Fol 0-1/ IR: TYLCV, Rs",Autumn and summer seasons open field.,"Plant: Semi determinate,vigorous plant, early, good leaf cover. HR: ToMV, Va, Vd, Fol 0-1/ IR: TYLCV, TSWV.
Fruit: Saledette type, squar shape, bright red color, firm, 110-120 gr, good hot setting.
Cultivation: Autumn and summer seasons open field.",,,,95-202.jpg
103-228,Pepper,,"Kappya pepper, early, compact, short internodes, good leaf cover, multi pistile.","Conical shape, red color, very firm, tasty, 18-20 cm, long shelf life.",IR: TSWV,"Autumn, winter and spring seasons in greenhouse.","Plant: Kappya pepper, early, compact, short internodes, good leaf cover, multi pistile.
Fruit: Conical shape, red color, very firm, tasty, 18-20 cm, long shelf life.
Cultivation: Autumn, winter and spring seasons in greenhouse.",Morocco,D?YAR F1,In Progress,103-228.jpg
,,,,,,,,Cyprus,D?YAR F1,In Progress,
,,,,,,,,Morocco,PRINCESSA F1,In Progress,
,,,,,,,,Morocco,TASTY RED F1,Registered,
,,,,,,,,Azerbaijan,BUTA F1,Registered,
,,,,,,,,Spain,PRINCESSA F1,In Progress,
,,,,,,,,Saudi Arabia,LHLOUB F1,Registered,
,,,,,,,,Kazakhstan,ARS?N F1,Registered,
,,,,,,,,Russian Federation,ARMAGEDDON F1,Registered,
104-171,Pepper,,"Jalapeno pepper, vigorous plant, short internodes, early.","Dark green color, hot, smooth skin, 8-10 cm, high yield.",,Winter season in greenhouse.,"Plant: Jalapeno pepper, vigorous plant, short internodes, early.
Fruit: Dark green color, hot, smooth skin, 8-10 cm, high yield.
Cultivation: Winter season in greenhouse.",Bulgaria,BARUT F1,In Progress,104-171.jpg
,,,,,,,,Romania,BARUT F1,In Progress,
,,,,,,,,Morocco,PICANTO F1,Registered,
,,,,,,,,Cyprus,BARUT F1,In Progress,
,,,,,,,,Albania,BARUT F1,In Progress,
,,,,,,,,Russian Federation,GORIVA F1,In Progress,
,,,,,,,,Kosovo,BARUT F1,In Progress,
104-402,Pepper,,"Special type pepper, vigorous, compact, early, high cold tolerance.","Green color, sweet, crispy, 2,5 x 15 cm, long shelf life.",IR: TSWV,Winter season in greenhouse.,"Plant: Special type pepper, vigorous, compact, early, high cold tolerance.
Fruit: Green color, sweet, crispy, 2,5 x 15 cm, long shelf life.
Cultivation: Winter season in greenhouse.",Azerbaijan,AV?AR F1,In Progress,104-402.jpg
,,,,,,,,Lebanon,KOYLUM F1,In Progress,
,,,,,,,,Lebanon,KYLM F1,In Progress,
,,,,,,,,Cyprus,D?LEK F1,In Progress,
,,,,,,,,Spain,DONNALUCATA F1,In Progress,
113-194,Pepper,,"Charleston Pepper, early, short internodes.","Hot, light green color, smooth skin, 21-23 cm, high quality.",IR: TSWV,"Autumn, winter and spring seasons in greenhouse.","Plant: Charleston Pepper, early, short internodes.
Fruit: Hot, light green color, smooth skin, 21-23 cm, high quality.
Cultivation: Autumn, winter and spring seasons in greenhouse.",Albania,FUOCO F1,In Progress,113-194.jpg
,,,,,,,,Serbia,FUOCO F1,In Progress,
,,,,,,,,Egypt,113-194 F1,In Progress,
,,,,,,,,Iran,SEKI F1,In Progress,
,,,,,,,,Iran,SEK? F1,In Progress,
,,,,,,,,Mexico,MOHINORA F1,In Progress,
,,,,,,,,Mexico,SEK? F1,In Progress,
,,,,,,,,Kosovo,FUOCO F1,In Progress,
,,,,,,,,Cyprus,SEK?  F1,In Progress,
,,,,,,,,Panama,MOHINORA F1,In Progress,
,,,,,,,,Jordan,113-194 F1,In Progress,
,,,,,,,,Chile,FAKIR F1,In Progress,
,,,,,,,,Austria,FUOCO F1,Registered,
,,,,,,,,Belgium,FUOCO F1,Registered,
,,,,,,,,Bulgaria,FUOCO F1,Registered,
,,,,,,,,Croatia,FUOCO F1,Registered,
,,,,,,,,Cyprus,FUOCO F1,Registered,
,,,,,,,,Czech Republic,FUOCO F1,Registered,
,,,,,,,,Denmark,FUOCO F1,Registered,
,,,,,,,,Estonia,FUOCO F1,Registered,
,,,,,,,,Finland,FUOCO F1,Registered,
,,,,,,,,France,FUOCO F1,Registered,
,,,,,,,,Germany,FUOCO F1,Registered,
,,,,,,,,Greece,FUOCO F1,Registered,
,,,,,,,,Hungary,FUOCO F1,Registered,
,,,,,,,,Ireland,FUOCO F1,Registered,
,,,,,,,,Italy,FUOCO F1,Registered,
,,,,,,,,Latvia,FUOCO F1,Registered,
,,,,,,,,Lithuania,FUOCO F1,Registered,
,,,,,,,,Luxembourg,FUOCO F1,Registered,
,,,,,,,,Malta,FUOCO F1,Registered,
,,,,,,,,Netherlands,FUOCO F1,Registered,
,,,,,,,,Poland,FUOCO F1,Registered,
,,,,,,,,Portugal,FUOCO F1,Registered,
,,,,,,,,Romania,FUOCO F1,Registered,
,,,,,,,,Slovakia,FUOCO F1,Registered,
,,,,,,,,Sierra Leone,FUOCO F1,Registered,
,,,,,,,,Spain,FUOCO F1,Registered,
,,,,,,,,Sweden,FUOCO F1,Registered,
133-124,Pepper,,"Sivri pepper, vigorous, early, short internodes, high cold tolerance.","Hot, dark green color, 23-24 cm x 1,3 x 1,5 cm, straight.",IR: TSWV,Winter season in greenhouse.,"Plant: Sivri pepper, vigorous, early, short internodes, high cold tolerance.
Fruit: Hot, dark green color, 23-24 cm x 1,3 x 1,5 cm, straight.
Cultivation: Winter season in greenhouse.",Iraq,SAMBA F1,In Progress,133-124.jpg
,,,,,,,,Iran,TURAL F1,In Progress,
,,,,,,,,Saudi Arabia,TURAL F1,In Progress,
,,,,,,,,Saudi Arabia,LORANCE F1,In Progress,
,,,,,,,,Cyprus,TURAL  F1,In Progress,
,,,,,,,,Saudi Arabia,BAROD F1,In Progress,
133-385,Pepper,,"Blocky pepper, vigorous plant, early, short internodes, good tolerance to cold weather.","Dark red color, 9-10 X 7-8 cm, 3-4 lobes, no cracking.",HR: Tm 0-3 / IR: TSWV,"Autumn, winter and spring seasons in greenhouse and open field.","Plant: Blocky pepper, vigorous plant, early, short internodes, good tolerance to cold weather.
Fruit: Dark red color, 9-10 X 7-8 cm, 3-4 lobes, no cracking.
Cultivation: Autumn, winter and spring seasons in greenhouse and open field.",Libya,ALBA F1,In Progress,133-385.jpg
,,,,,,,,Mexico,SOLID RED,In Progress,
,,,,,,,,Egypt,KORAY F1,In Progress,
,,,,,,,,Egypt,133-385 F1,In Progress,
,,,,,,,,Iraq,ALISSIA F1,In Progress,
,,,,,,,,Iran,KORAY F1,In Progress,
,,,,,,,,Libya,KORAY F1,In Progress,
,,,,,,,,Libya,TOLAY F1,In Progress,
,,,,,,,,Mexico,KORAY F1,In Progress,
,,,,,,,,United States,WREN F1,In Progress,
,,,,,,,,United States,KORAY F1,In Progress,
,,,,,,,,Cyprus,KORAY  F1,In Progress,
,,,,,,,,United Arab Emirates,133-385 F1,In Progress,
,,,,,,,,Albania,FELICITA F1,In Progress,
,,,,,,,,China,PHIONA F1,In Progress,
,,,,,,,,Serbia,FELICITA F1,In Progress,
,,,,,,,,Greece,FELICITA F1,In Progress,
,,,,,,,,India,ABRAHAM F1,In Progress,
,,,,,,,,Kyrgyzstan,FENER F1,In Progress,
,,,,,,,,Latvia,FELICITA F1,In Progress,
,,,,,,,,Poland,FELICITA F1,In Progress,
,,,,,,,,Uzbekistan,AYS F1,In Progress,
,,,,,,,,Kosovo,FELICITA F1,In Progress,
,,,,,,,,Egypt,PALARENA,In Progress,
,,,,,,,,Panama,SOLID RED F1,In Progress,
,,,,,,,,Brazil,BR222 F1,In Progress,
,,,,,,,,Austria,FELICITA F1,Registered,
,,,,,,,,Belgium,FELICITA F1,Registered,
,,,,,,,,Bulgaria,FELICITA F1,Registered,
,,,,,,,,Croatia,FELICITA F1,Registered,
,,,,,,,,Cyprus,FELICITA F1,Registered,
,,,,,,,,Czech Republic,FELICITA F1,Registered,
,,,,,,,,Denmark,FELICITA F1,Registered,
,,,,,,,,Estonia,FELICITA F1,Registered,
,,,,,,,,Finland,FELICITA F1,Registered,
,,,,,,,,France,FELICITA F1,Registered,
,,,,,,,,Germany,FELICITA F1,Registered,
,,,,,,,,Hungary,FELICITA F1,Registered,
,,,,,,,,Ireland,FELICITA F1,Registered,
,,,,,,,,Italy,FELICITA F1,Registered,
,,,,,,,,Lithuania,FELICITA F1,Registered,
,,,,,,,,Luxembourg,FELICITA F1,Registered,
,,,,,,,,Malta,FELICITA F1,Registered,
,,,,,,,,Netherlands,FELICITA F1,Registered,
,,,,,,,,Poland,FELICITA F1,Registered,
,,,,,,,,Portugal,FELICITA F1,Registered,
,,,,,,,,Romania,FELICITA F1,Registered,
,,,,,,,,Slovakia,FELICITA F1,Registered,
,,,,,,,,Sierra Leone,FELICITA F1,Registered,
,,,,,,,,Spain,FELICITA F1,Registered,
,,,,,,,,Sweden,FELICITA F1,Registered,
,,,,,,,,Vietnam,NEMRUT03 F1,In Progress,
,,,,,,,,Azerbaijan,ALYANAQ F1,Registered,
,,,,,,,,Egypt,RED DRAGON F1,Registered,
,,,,,,,,Kazakhstan,KIZIL F1,In Progress,
,,,,,,,,Turkmenistan,ALTYN  F1,In Progress,
,,,,,,,,Russian Federation,KORAY F1,Registered,
133-390,Pepper,,"Tomato pepper, strong, early.","Sweet, flattened, large sliced tomato shape, dark red at maturity, thick flesh, industrial and fresh use.",IR: TSWV,Autumn and spring seasons in greenhouse and open field.,"Plant: Tomato pepper, strong, early.
Fruit: Sweet, flattened, large sliced tomato shape, dark red at maturity, thick flesh, industrial and fresh use.
Cultivation: Autumn and spring seasons in greenhouse and open field.",Romania,MERCURY F1,In Progress,133-390.jpg
,,,,,,,,Netherlands,MERCURY F1,In Progress,
,,,,,,,,Bulgaria,MERCURY F1,In Progress,
,,,,,,,,Panama,133-493 F1,In Progress,
,,,,,,,,Panama,STRAVAGANZZA F1,In Progress,
133-402,Pepper,,"Tomato pepper, strong, early.","Light green to yellow-orange color, sweet, 9-10 cm x 8-9 cm, no microcracking, long shelf life.",HR: Tm 0-3 / IR: TSWV,"Autumn, winter and spring seasons in greenhouse.","Plant: Tomato pepper, strong, early.
Fruit: Light green to yellow-orange color, sweet, 9-10 cm x 8-9 cm, no microcracking, long shelf life.
Cultivation: Autumn, winter and spring seasons in greenhouse.",Turkmenistan,MERJEN F1,In Progress,133-402.jpg
,,,,,,,,Albania,CLEMENTINE F1,In Progress,
,,,,,,,,Serbia,CLEMENTINE F1,In Progress,
,,,,,,,,Poland,CLEMENTINE F1,In Progress,
,,,,,,,,Kosovo,CLEMENTINE F1,In Progress,
,,,,,,,,Mexico,AMBER F1,In Progress,
,,,,,,,,United States,AMBER F1,In Progress,
,,,,,,,,Iran,CARNELIAN F1,In Progress,
,,,,,,,,United Arab Emirates,133-402 F1,In Progress,
,,,,,,,,Qatar,MORJAN F1,In Progress,
,,,,,,,,Argentina,CLEMENTINE F1,Registered,
,,,,,,,,Austria,CLEMENTINE F1,Registered,
,,,,,,,,Belgium,CLEMENTINE F1,Registered,
,,,,,,,,Bulgaria,CLEMENTINE F1,Registered,
,,,,,,,,Croatia,CLEMENTINE F1,Registered,
,,,,,,,,Cyprus,CLEMENTINE F1,Registered,
,,,,,,,,Czech Republic,CLEMENTINE F1,Registered,
,,,,,,,,Denmark,CLEMENTINE F1,Registered,
,,,,,,,,Estonia,CLEMENTINE F1,Registered,
,,,,,,,,Finland,CLEMENTINE F1,Registered,
,,,,,,,,France,CLEMENTINE F1,Registered,
,,,,,,,,Germany,CLEMENTINE F1,Registered,
,,,,,,,,Greece,CLEMENTINE F1,Registered,
,,,,,,,,Hungary,CLEMENTINE F1,Registered,
,,,,,,,,Ireland,CLEMENTINE F1,Registered,
,,,,,,,,Italy,CLEMENTINE F1,Registered,
,,,,,,,,Latvia,CLEMENTINE F1,Registered,
,,,,,,,,Lithuania,CLEMENTINE F1,Registered,
,,,,,,,,Luxembourg,CLEMENTINE F1,Registered,
,,,,,,,,Malta,CLEMENTINE F1,Registered,
,,,,,,,,Netherlands,CLEMENTINE F1,Registered,
,,,,,,,,Poland,CLEMENTINE F1,Registered,
,,,,,,,,Portugal,CLEMENTINE F1,Registered,
,,,,,,,,Romania,CLEMENTINE F1,Registered,
,,,,,,,,Slovakia,CLEMENTINE F1,Registered,
,,,,,,,,Sierra Leone,CLEMENTINE F1,Registered,
,,,,,,,,Spain,CLEMENTINE F1,Registered,
,,,,,,,,Sweden,CLEMENTINE F1,Registered,
,,,,,,,,Saudi Arabia,133-402 F1,In Progress,
,,,,,,,,Russian Federation,CLEMENTINE F1,In Progress,
133-416,Pepper,,"Lamuyo pepper, very productive, compact and vigorous, good leaf cover.","Dark green color, sweet, big size, 3-4 lobes, 16-18 x 8-10 cm.",IR: TSWV,"Autumn, winter and spring in greenhouse.","Plant: Lamuyo pepper, very productive, compact and vigorous, good leaf cover.
Fruit: Dark green color, sweet, big size, 3-4 lobes, 16-18 x 8-10 cm.
Cultivation: Autumn, winter and spring in greenhouse.",Colombia,VIGIA F1,In Progress,133-416.jpg
,,,,,,,,Brazil,VIGIA F1,Registered,
143-142,Pepper,,"Jalapeno pepper, vigorous, short internodes, small size leaves, early, high production.","Hot, dark green color, firm, smooth skin, 9-11 cm.",IR: TSWV,Autumn and spring seasons in greenhouse and open field.,"Plant: Jalapeno pepper, vigorous, short internodes, small size leaves, early, high production.
Fruit: Hot, dark green color, firm, smooth skin, 9-11 cm.
Cultivation: Autumn and spring seasons in greenhouse and open field.",Bulgaria,143-142 F1,In Progress,143-142.jpg
143-145,Pepper,,"Jalapeno pepper, vigorous, short internodes, small size leaves, compact.","Hot, dark green color, firm, smooth skin, 11-12 cm.",IR: TSWV,Autumn and spring seasons in greenhouse and open field.,"Plant: Jalapeno pepper, vigorous, short internodes, small size leaves, compact.
Fruit: Hot, dark green color, firm, smooth skin, 11-12 cm.
Cultivation: Autumn and spring seasons in greenhouse and open field.",,,,143-145.jpg
143-446,Pepper,,"Blocky pepper, compact, very strong, good leaf coverage.","Red color, big size 13X  9 cm, red color, 3-4 lobes, suitable for green harvest.",IR: TSWV,Open field.,"Plant: Blocky pepper, compact, very strong, good leaf coverage.
Fruit: Red color, big size 13X  9 cm, red color, 3-4 lobes, suitable for green harvest.
Cultivation: Open field.",United Arab Emirates,AKTR F1,In Progress,143-446.jpg
,,,,,,,,United Arab Emirates,AKTOR F1,In Progress,
,,,,,,,,Cyprus,AKTR  F1,In Progress,
,,,,,,,,United Arab Emirates,143-446 F1,In Progress,
,,,,,,,,Mexico,CARMESI,In Progress,
,,,,,,,,Azerbaijan,ALYANAQ F1,In Progress,
,,,,,,,,Qatar,AKTOR F1,In Progress,
,,,,,,,,Romania,AKTOR F1,In Progress,
,,,,,,,,Panama,CARMESI,In Progress,
,,,,,,,,Russian Federation,TRAVIENO F1,In Progress,
,,,,,,,,Saudi Arabia,BARQ F1,Registered,
,,,,,,,,Oman,AKTOR F1,In Progress,
,,,,,,,,Kazakhstan,RUB?N,In Progress,
,,,,,,,,Russian Federation,AKTOR F1,Registered,
153-140,Pepper,,"Thin sivri pepper, vigorous, compact, early, productive.","Thin straight, green color, sweet, 0,5-0,8 x 26-28 cm, high quality.","IR: TSWV, CMV",Winter season in greenhouse.,"Plant: Thin sivri pepper, vigorous, compact, early, productive.
Fruit: Thin straight, green color, sweet, 0,5-0,8 x 26-28 cm, high quality.
Cultivation: Winter season in greenhouse.",Cyprus,TAKIL F1,In Progress,153-140.jpg
153-244,Pepper,,"Charleston pepper, short internodes, good leaf cover.","Hot, shiny-light green color, smooth, 18-20 cm, firm.",IR: TSWV,"Autumn, winter and spring seasons in greenhouse.","Plant: Charleston pepper, short internodes, good leaf cover.
Fruit: Hot, shiny-light green color, smooth, 18-20 cm, firm.
Cultivation: Autumn, winter and spring seasons in greenhouse.",Chile,FAKIR F1,In Progress,153-244.jpg
,,,,,,,,Algeria,LAHIB F1,In Progress,
,,,,,,,,Serbia,FUOCO F1,In Progress,
,,,,,,,,Spain,FUOCO F1,In Progress,
,,,,,,,,Kazakhstan,NDER F1,In Progress,
,,,,,,,,Chile,DRAGON F1,In Progress,
153-336,Pepper,,"Hot special type, very vigorous, early.","Hot, thin-skinned, 17x3 cm, shiny green, suitable for processing.",IR: TSWV,"Autumn, winter and spring seasons in greenhouse.","Plant: Hot special type, very vigorous, early.
Fruit: Hot, thin-skinned, 17x3 cm, shiny green, suitable for processing.
Cultivation: Autumn, winter and spring seasons in greenhouse.",,,,153-336.jpg
153-339,Pepper,,"Special type pepper, vigorous, compact, early.","Dark green color, hot-spicy, crispy, 10-12 cm x 1,5-2 cm, long shelf life.",IR: TSWV,Autumn and spring seasons in greenhouse.,"Plant: Special type pepper, vigorous, compact, early.
Fruit: Dark green color, hot-spicy, crispy, 10-12 cm x 1,5-2 cm, long shelf life.
Cultivation: Autumn and spring seasons in greenhouse.",,,,153-339.jpg
153-368,Pepper,,"Blocky pepper, vigorous, short internodes, early, tolerant to cold conditions, high production.","Yellow color, 12 x 9 cm, 3-4 lobes, high quality,
non-cracking.",HR: Tm 0-3 / IR: TSWV,Winter season in greenhouse.,"Plant: Blocky pepper, vigorous, short internodes, early, tolerant to cold conditions, high production.
Fruit: Yellow color, 12 x 9 cm, 3-4 lobes, high quality,
non-cracking.
Cultivation: Winter season in greenhouse.",Iran,CITRINE F1,In Progress,153-368.jpg
,,,,,,,,Morocco,AMARETTO F1,Registered,
,,,,,,,,Cyprus,GRAY F1,In Progress,
,,,,,,,,United Arab Emirates,153-368 F1,In Progress,
,,,,,,,,Qatar,ANBAR F1,In Progress,
,,,,,,,,Azerbaijan,SARIYAL F1,In Progress,
,,,,,,,,Libya,BOTROS F1,In Progress,
,,,,,,,,Morocco,153-368 F1,In Progress,
,,,,,,,,Mexico,GURAY F1,In Progress,
,,,,,,,,Panama,GURAY F1,In Progress,
,,,,,,,,Romania,GURAY F1,In Progress,
,,,,,,,,Iraq,153-268 F1,In Progress,
,,,,,,,,Brazil,CE187 F1,In Progress,
,,,,,,,,Spain,153-368 F1,In Progress,
,,,,,,,,India,REHENA F1,In Progress,
,,,,,,,,Spain,IVANCA F1,In Progress,
,,,,,,,,Kazakhstan,HAKAN F1,In Progress,
,,,,,,,,Turkmenistan,KM? F1,In Progress,
,,,,,,,,Russian Federation,GURAY F1,Registered,
153-560,Pepper,,"Dolce ?taliano type pepper, compact plant, very vigorous.","Big size, dark green color, heavy, sweet, 24-26 cm.",HR: Tm 0-3 (L4) / IR: TSWV,"Autumn, spirng seasons in greenhouse and open field.","Plant: Dolce ?taliano type pepper, compact plant, very vigorous.
Fruit: Big size, dark green color, heavy, sweet, 24-26 cm.
Cultivation: Autumn, spirng seasons in greenhouse and open field.",Austria,CRUNCH F1,In Progress,153-560.jpg
,,,,,,,,Belgium,CRUNCH F1,In Progress,
,,,,,,,,Bulgaria,CRUNCH F1,In Progress,
,,,,,,,,Croatia,CRUNCH F1,In Progress,
,,,,,,,,Cyprus,CRUNCH F1,In Progress,
,,,,,,,,Czech Republic,CRUNCH F1,In Progress,
,,,,,,,,Denmark,CRUNCH F1,In Progress,
,,,,,,,,Estonia,CRUNCH F1,In Progress,
,,,,,,,,Finland,CRUNCH F1,In Progress,
,,,,,,,,France,CRUNCH F1,In Progress,
,,,,,,,,Germany,CRUNCH F1,In Progress,
,,,,,,,,Greece,CRUNCH F1,In Progress,
,,,,,,,,Hungary,CRUNCH F1,In Progress,
,,,,,,,,Ireland,CRUNCH F1,In Progress,
,,,,,,,,Italy,CRUNCH F1,In Progress,
,,,,,,,,Latvia,CRUNCH F1,In Progress,
,,,,,,,,Lithuania,CRUNCH F1,In Progress,
,,,,,,,,Luxembourg,CRUNCH F1,In Progress,
,,,,,,,,Malta,CRUNCH F1,In Progress,
,,,,,,,,Netherlands,CRUNCH F1,In Progress,
,,,,,,,,Poland,CRUNCH F1,In Progress,
,,,,,,,,Portugal,CRUNCH F1,In Progress,
,,,,,,,,Romania,CRUNCH F1,In Progress,
,,,,,,,,Slovakia,CRUNCH F1,In Progress,
,,,,,,,,Sierra Leone,CRUNCH F1,In Progress,
,,,,,,,,Spain,CRUNCH F1,In Progress,
,,,,,,,,Sweden,CRUNCH F1,In Progress,
,,,,,,,,Iraq,153-560 F1,In Progress,
,,,,,,,,Poland,CRUNCH F1,In Progress,
,,,,,,,,Iraq,DOLSI F1,In Progress,
,,,,,,,,Chile,CRUNCH F1,In Progress,
,,,,,,,,Lebanon,DOLSI F1,In Progress,
,,,,,,,,Brazil,CRUNCH F1,Registered,
173-111,Pepper,,"Sivri pepper, vigorous, medium-short internodes, early, good leaf cover, productive.","Soft hot, 25-27 cm, good quality, dark green, medium thick, smooth.",IR: TSWV,"Autumn, spring and winter seasons in greenhouse.","Plant: Sivri pepper, vigorous, medium-short internodes, early, good leaf cover, productive.
Fruit: Soft hot, 25-27 cm, good quality, dark green, medium thick, smooth.
Cultivation: Autumn, spring and winter seasons in greenhouse.",Morocco,MERT F1,Registered,173-111.jpg
,,,,,,,,Spain,CLOE F1,In Progress,
